v 6 2
v 7 3
v 8 2
v 9 2
v 10 2
v 11 2
v 12 2
v 13 2
v 14 3
v 15 2
v 16 2
v 17 2
v 18 2
v 19 2
v 20 5
v 21 2
v 22 2
v 23 2
v 24 3
v 25 3
v 26 2
v 27 3
v 28 2
e 0 1 2
e 0 2 2
e 2 3 5
e 2 4 5
e 3 5 5
e 3 6 5
e 4 7 2
e 4 8 5
e 5 9 5
e 5 10 5
e 6 11 5
e 6 12 2
e 7 13 2
e 8 14 2
e 8 11 5
e 9 15 2
e 9 16 5
e 10 17 5
e 12 18 2
e 14 19 2
e 15 20 2
e 15 18 2
e 16 21 5
e 17 22 5
e 20 23 2
e 21 24 3
e 21 22 5
e 22 25 2
e 23 26 2
e 23 27 3
e 25 28 2

t # 13
v 0 3
v 1 2
v 2 10
v 3 2
v 4 2
v 5 2
v 6 3
v 7 3
v 8 2
v 9 2
v 10 2
v 11 3
v 12 2
v 13 2
v 14 2
v 15 2
v 16 2
v 17 10
v 18 3
v 19 3
v 20 2
v 21 2
v 22 2
v 23 2
v 24 2
v 25 2
e 0 1 2
e 0 2 2
e 1 3 2
e 1 4 2
e 1 5 2
e 2 6 2
e 2 7 2
e 3 8 2
e 6 9 2
e 7 10 2
e 8 11 2
e 8 12 2
e 9 13 2
e 9 14 2
e 9 15 2
e 10 16 2
e 10 15 2
e 11 17 2
e 17 18 2
e 17 19 2
e 18 20 2
e 19 21 2
e 20 22 2
e 20 23 2
e 20 24 2
e 21 25 2
e 21 24 2

t # -1 
